sid,early,late
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,0.9666666666666667,0.9333333333333333
cc2bdacf-6fe4-4e56-9630-a6ab21438244,0.95,1.0
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,1.0,0.9833333333333333
