sid,n_trials,accuracy,median_rt_correct,median_rt_all
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,24,1.0,0.5651663999997254,0.5651663999997254
cc2bdacf-6fe4-4e56-9630-a6ab21438244,24,1.0,0.5638652000000093,0.5638652000000093
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,24,0.9583333333333334,0.4728358333231881,0.47385466666310094
