sid,circle,rectangle,star,triangle
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,1.0,1.0,0.9090909090909091,0.8928571428571429
cc2bdacf-6fe4-4e56-9630-a6ab21438244,0.9666666666666667,0.9705882352941176,1.0,0.9642857142857143
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,0.9722222222222222,1.0,1.0,1.0
