sid,repeat,switch
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,0.5786255000002711,0.5752146000004359
cc2bdacf-6fe4-4e56-9630-a6ab21438244,0.6138250000001335,0.6096517999999378
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,0.4866986249980982,0.4969622083590366
