sid,A_prime,B_prime,other
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,0.6666666666666666,0.3333333333333333,0.0
cc2bdacf-6fe4-4e56-9630-a6ab21438244,0.3333333333333333,0.0,0.6666666666666666
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,0.0,1.0,0.0
