sid,main_trial_idx,rule_type,acc_roll,rt_roll
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,109,ABB,1.0,0.5525292000002082
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,110,ABA,1.0,0.5657727500001783
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,111,ABB,1.0,0.5657727500001783
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,112,ABB,1.0,0.5657727500001783
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,113,ABB,1.0,0.5517288000000917
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,114,ABA,1.0,0.5617199499993148
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,115,ABB,0.9,0.5617199499993148
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,116,ABB,0.9,0.5617199499993148
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,117,ABB,0.9,0.5757638999994015
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,118,ABA,0.9,0.5757638999994015
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,119,ABB,0.9,0.5617199499993148
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,120,ABA,0.9,0.5617199499993148
cc2bdacf-6fe4-4e56-9630-a6ab21438244,1,ABA,1.0,0.5826552999997148
cc2bdacf-6fe4-4e56-9630-a6ab21438244,2,ABA,1.0,0.6320961500000521
cc2bdacf-6fe4-4e56-9630-a6ab21438244,3,ABB,1.0,0.6815370000003895
cc2bdacf-6fe4-4e56-9630-a6ab21438244,4,ABB,1.0,0.6677628000002187
cc2bdacf-6fe4-4e56-9630-a6ab21438244,5,ABA,1.0,0.6539886000000479
cc2bdacf-6fe4-4e56-9630-a6ab21438244,6,ABB,1.0,0.6539149499999439
cc2bdacf-6fe4-4e56-9630-a6ab21438244,7,ABB,1.0,0.65384129999984
cc2bdacf-6fe4-4e56-9630-a6ab21438244,8,ABA,1.0,0.6376709999999548
cc2bdacf-6fe4-4e56-9630-a6ab21438244,9,ABA,1.0,0.65384129999984
cc2bdacf-6fe4-4e56-9630-a6ab21438244,10,ABA,1.0,0.6539149499999439
cc2bdacf-6fe4-4e56-9630-a6ab21438244,11,ABB,1.0,0.6583068500001445
cc2bdacf-6fe4-4e56-9630-a6ab21438244,12,ABA,0.9,0.6583068500001445
cc2bdacf-6fe4-4e56-9630-a6ab21438244,13,ABA,0.9,0.6583068500001445
cc2bdacf-6fe4-4e56-9630-a6ab21438244,14,ABB,0.9,0.6582332000000406
cc2bdacf-6fe4-4e56-9630-a6ab21438244,15,ABB,0.9,0.6538932000000841
cc2bdacf-6fe4-4e56-9630-a6ab21438244,16,ABB,0.9,0.6538932000000841
cc2bdacf-6fe4-4e56-9630-a6ab21438244,17,ABA,0.9,0.6656898500002626
cc2bdacf-6fe4-4e56-9630-a6ab21438244,18,ABB,0.9,0.6656898500002626
cc2bdacf-6fe4-4e56-9630-a6ab21438244,19,ABB,0.9,0.6569579500001055
cc2bdacf-6fe4-4e56-9630-a6ab21438244,20,ABA,0.9,0.6569579500001055
cc2bdacf-6fe4-4e56-9630-a6ab21438244,21,ABB,0.9,0.6612400999999863
cc2bdacf-6fe4-4e56-9630-a6ab21438244,22,ABA,1.0,0.6338909999999487
cc2bdacf-6fe4-4e56-9630-a6ab21438244,23,ABA,1.0,0.6328903999999511
cc2bdacf-6fe4-4e56-9630-a6ab21438244,24,ABA,1.0,0.6328903999999511
cc2bdacf-6fe4-4e56-9630-a6ab21438244,25,ABB,1.0,0.63868054999989
cc2bdacf-6fe4-4e56-9630-a6ab21438244,26,ABA,1.0,0.6536561000000347
cc2bdacf-6fe4-4e56-9630-a6ab21438244,27,ABB,1.0,0.63868054999989
cc2bdacf-6fe4-4e56-9630-a6ab21438244,28,ABA,1.0,0.63868054999989
cc2bdacf-6fe4-4e56-9630-a6ab21438244,29,ABA,1.0,0.63868054999989
cc2bdacf-6fe4-4e56-9630-a6ab21438244,30,ABB,1.0,0.63868054999989
