sid,repeat,switch
7ea7ce2b-65c3-4ff4-a9bd-ded1149f0b99,1.0,0.9117647058823529
cc2bdacf-6fe4-4e56-9630-a6ab21438244,1.0,0.9577464788732394
e3f4c2c2-e078-42a1-970c-cc7833d2a7b2,1.0,0.9864864864864865
